locality,region,query_used,score,latitude,longitude,resolved_name,admin1,admin2,country,geocode_status
Суоранда д,Ленинградская обл,суоранда,14.0,59.94427,30.61097,Суоранда,Ленинградская область,Всеволожский Район,Россия,ok
Суоярви г.,Карелия Респ,суоярви,14.929044461621784,62.08807,32.37327,Суоярви,Карелия,,Россия,ok
Супонево д,Московская обл,супонево,14.0,55.88122,37.94063,Супонево,Московская область,,Россия,ok
Супонево с,Брянская обл,супонево,14.896775912676947,53.21014,34.30708,Супонево,Брянская Область,,Россия,ok
Супсех с,Краснодарский край,супсех,14.0,44.86285,37.36629,Супсех,Краснодарский край,,Россия,ok
Сураж г,Брянская обл,сураж,14.93895738321709,53.01747,32.39178,Сураж,Брянская Область,,Россия,ok
Сургут г,Ханты-Мансийский Автономный округ - Югра АО,сургут,9.261276366856414,61.25757,73.41775,Сургут,Ханты-Мансийский АО,,Россия,ok
Сургут п,Самарская обл,сургут,14.845531778769814,53.92498,51.20348,Сургут,Самарская Область,,Россия,ok
Суроватиха п/ст,Нижегородская обл,,,,,,,,,not_found
Суровикино г,Волгоградская обл,суровикино,14.993682561214664,48.60974,42.8569,Суровикино,Волгоградская Область,,Россия,ok
Сурск г,Пензенская обл,сурск,14.893905644533405,53.07542,45.68461,Сурск,Пензенская Область,,Россия,ok
Сурское рп,Ульяновская обл,сурское,14.889904843388528,54.48042,46.72114,Сурское,Ульяновская Область,,Россия,ok
Сусанино п,Ленинградская обл,сусанино,14.0,59.49056,30.35444,Сусанино,Ленинградская область,,Россия,ok
Суслонгер пгт,Марий Эл Респ,суслонгер,14.818813341451047,56.31556,48.25306,Суслонгер,Марий Эл,,Россия,ok
Сухая Лубна с,Липецкая обл,сухая лубна,14.0,52.8004,39.3426,Сухая Лубна,Липецкая Область,,Россия,ok
Сухиничи г,Калужская обл,сухиничи,14.968663666084494,54.09989,35.34254,Сухиничи,Калужская Область,,Россия,ok
Сухово д,Кемеровская область - Кузбасс обл,сухово,8.0,55.999,59.2488,Сухово,Челябинская,,Россия,ok
Суходол пгт,Самарская обл,суходол,14.956780500402916,53.90063,51.2117,Суходол,Самарская Область,,Россия,ok
Сухой Лог г,Свердловская обл,сухой лог,15.050039912521523,56.90832,62.03433,Сухой Лог,Свердловская Область,,Россия,ok
Сухоногово п,Костромская обл,сухоногово,14.0,57.59983,41.03556,Сухоногово,Костромская Область,,Россия,ok
Сухоноска д,Нижегородская обл,сухоноска,14.0,57.02417,43.77926,Сухоноска,Нижегородская Область,,Россия,ok
Съяново-1 д,Московская обл,,,,,,,,,not_found
Сызрань г,Самарская обл,сызрань,15.215129433816475,53.1585,48.4681,Сызрань,Самарская Область,,Россия,ok
Сыктывкар г,Коми Респ,сыктывкар,15.240935628790764,61.66393,50.8163,Сыктывкар,Коми,Сыктывдинский Район,Россия,ok
Сылва п,Пермский край,сылва,14.89432449331328,58.0327,56.7713,Сылва,Пермский край,,Россия,ok
