Precatalyst,Cocatalyst,ratio,solvent,T,P,time,Activity,C4,C6,C8,1-C4,1-C6,Precatalyst_metal,ligand_type
C1(N(CCOC)C=C[N+]=1C1C(C)=CC(C)=CC=1C)[Ni](C1N(CCOC)C=C[N+]=1C1=C(C)C=C(C)C=C1C)(Br)Br,EADC,15.0,Cc1ccccc1,303.15,10.0,0.58,334532.99999999994,73.0,24.0,,40.0,4.0,Ni,"(C,C)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C(C)(C)C)=C3CCCC(C=1)=C23,MMAO,5500.0,Cc1ccccc1,303.15,10.0,1.0,230000.00000000003,23.5,76.5,,53.6,49.9,Ni,"(N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,1.0,231999.99999999997,31.2,12.8,56.0,,,Ni,"(N,N)"
C1=CC(C2C=CC=CC=2)=N2[Fe]3(Cl)(Cl)N4CCOC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,800.0,Cc1ccccc1,293.15,10.0,0.33,94000.0,95.3,4.7,,80.1,,Fe,"(N,N,N)"
N1(/[Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH+](C2C=CC=CC=2)CC/1)=C/C1SC=CC=1,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,2154240.0,64.6,17.7,6.1,99.3,99.4,Cr,"(N,N,O)"
C(CCCC)CCCCCCCCCCCCCN1CCC(=O)NCCN2[Fe]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,500.0,Cc1ccccc1,288.15,5.0,0.5,62699.99999999999,68.75,8.51,17.0,,,Fe,"(N,N,O,O)"
C1C=CC2N3[Fe](Cl)(Cl)N4=C(C)C=CC=C4C=3NC=2C=1,MAO,1000.0,Cc1ccccc1,293.15,20.0,0.5,52000.0,53.9,46.1,,,,Fe,"(N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C=N3C3C(C)=CC(C)=CC=3C)C=CC3C=CC=1C=2C=34,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,14700000.0,17.2,22.4,60.4,,,Fe,"(N,N,N)"
C12C[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Cl)(Cl)N=1CCO2,EADC,2.0,Clc1ccccc1,300.65,10.0,0.5833333333333334,1304325.0,80.0,19.0,1.0,9.0,,Ni,"(N,P)"
C1C2C=CC(C)=N3[Co]4(Cl)(Cl)N5C=CC=CC=5C=N4C(=CC=1)C=23,MMAO,1500.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,2280000.0,96.9,3.1,,95.9,,Co,"(N,N,N)"
C1=CC=N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5OC=4C4C=CC5=CC=C1C2=C5N=43,DEAC,200.0,Cc1ccccc1,273.15,1.0,0.33,194000.0,85.6,14.4,,65.0,,Ni,"(N,N,N)"
C1(C)N2CN3(CC4C=CC=CC=4)[Ni](Cl)(Cl)(N4=C(C)C=C(C)N4C3)N2=C(C)C=1,DEAC,250.0,Cc1ccccc1,303.15,20.0,0.33,1957890.0,100.0,0.0,,81.3,,Ni,"(N,N,N)"
C1=CC=N2[Co]3(Cl)(Cl)N4C(C)(C)COC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1000.0,Cc1ccccc1,293.15,10.0,0.33,158000.0,95.3,4.7,,62.1,,Co,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(C(C)C)=CC=CC=3)C=CC3C=CC=1C=2C=34,EADC,500.0,Cc1ccccc1,293.15,1.0,0.5,103000.0,100.0,,,99.0,,Fe,"(N,N,N)"
[Ni]1234(N(=C5C=C(NCCN6CCOCC6)C(=O)C=C5O1)CCN12CCOCC1)N1(CCOCC1)CCN3=C1C=C(NCCN2CCOCC2)C(=O)C(O4)=C1,MAO,100.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,140250.0,86.0,12.0,2.0,,,Ni,"(N,N,N,N,O,O)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N4C5C=C(C(C)(C)C)C=CC=5OC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,293.15,10.0,0.5,2730000.0,35.1,38.9,,,,Cr,"(N,N,N)"
C1C=C(C)N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC=1C=2C=43,MMAO-12,100.0,Cc1ccccc1,299.65,20.0,0.5,751740.0,96.0,4.0,,,,Ni,"(N,N)"
C1C2C(OCC)=O[Ni]3(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C)C(=CC=1)N=23,MAO,1000.0,Cc1ccccc1,288.15,1.0,0.5,91700.0,77.3,5.67,,,,Ni,"(N,N,O)"
C1C=C(C)C2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5N(C)C=4C=3C=CC=2C=1,DEAC,250.0,Cc1ccccc1,323.15,10.0,0.33,1180000.0,93.8,6.2,,75.5,,Ni,"(N,N)"
N1(C2CCCC2)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,333.15,10.0,0.5,92000000.0,81.9,18.1,,34.9,9.9,Ni,"(P,P)"
C1C=C(C2C=CC=CC=2)N2[Co]3(Cl)(Cl)N(C4C(C)=CC=CC=4C)=C(C)C4C=CC5C=CC=1C=2C=5N=43,MAO,500.0,Cc1ccccc1,293.15,1.0,0.5,685000.0,94.3,5.7,,97.0,,Co,"(N,N,N)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C(C)(C)C)=C3CCCC(C=1)=C23,DEAC,600.0,Cc1ccccc1,303.15,10.0,0.5,691000.0,56.1,43.9,,98.6,38.6,Ni,"(N,N)"
C1C(C)=N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC(C=1)=C2C=43,MAO,500.0,Cc1ccccc1,293.15,10.0,0.5,118999.99999999999,98.6,1.4,,,,Ni,"(N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC(Cl)=CC=3F)C=CC3C=CC=1C=2C=34,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,26400000.0,41.3,24.7,34.0,,,Fe,"(N,N,N)"
C1C=C(C2C=CC=CC=2)N2[Cr]3(Cl)(Cl)(Cl)N4C5C=CC=CC=5N(CC)C=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,333.15,1.0,0.5,122000.0,63.1,22.5,,,,Cr,"(N,N,N)"
C1N=C2C3N=CC=CC=3/C(=N3/NC(=O[Ni]4/3(/N(=C3\C5C=CC=NC=5C5N=CC=CC\3=5)/NC(C3C=C([N+]([O-])=O)C=CC=3)=O4)(Cl)Cl)C3C=C([N+]([O-])=O)C=CC=3)/C2=CC=1,MAO,800.0,Cc1ccccc1,303.15,1.0,0.5,12800.0,92.4,7.6,0.0,100.0,24.0,Ni,"(N,N,O,O)"
C1C2C3=N([Ni]4(Cl)(Cl)/N(=C\C5C=CC=CC=5)/C5=CC=CC(C=1)=C5N=24)C1C=CC=CC=1N3C(C)C,DEAC,210.0,Cc1ccccc1,293.15,10.0,0.3333333333333333,5300000.0,97.1,2.9,,87.9,,Ni,"(N,N,N)"
C1(C)(C)COC2C[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni]3(Br[Ni]4(Br3)(Br)N3=C(C[P+]4(C4C=CC=CC=4)C4C=CC=CC=4)OCC3(C)C)(Br)N1=2,EADC,12.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,948090.0,62.0,36.0,2.0,3.0,,Ni,"(N,P)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1[Ni](Br)(Br)[P+](C(C)C)(C(C)C)OC=1C,DEAC,1192.3076923076924,Cc1ccccc1,303.15,5.0,1.0,2173875.0,80.0,20.0,0.0,48.0,,Ni,"(N,P)"
C1C=C2C3=N4[Co](Cl)(Cl)(N(C5C(C(C)C)=CC=CC=5C(C)C)=C3C3=CC=CC(C=1)=C23)N(C(C)C)(C(C)C)CC4,MAO,2000.0,Cc1ccccc1,303.15,1.3,0.5,122199.99999999999,41.4,58.6,,58.69565217391305,30.375426621160408,Co,"(N,N,N)"
C1C=C2C3=N([Ni]4(OC2=CC=1)OC1=CC=CC=C1C1=N4C2C=CC=CC=2N1)C1C=CC=CC=1N3,"CC[Al](Cl)CC,PPh3",200.0,Cc1ccccc1,293.15,1.0,0.5,1100000.0,93.3,6.7,,,,Ni,"(N,N,O,O)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N(C4C=CC=CC=4F)=C(C)C4C=CC=C(N=43)C=2C)C=1,MMAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,1190000.0,18.7,,,,,Fe,"(N,N,N)"
N1(=C(C2C=CC=CC=2)[P+](C(C)(C)C)(C(C)(C)C)[Cr]231(OC(C(CCCC)CC)=O2)OC(C(CCCC)CC)=O3)C1=C(C)C=CC=C1,MMAO-3A,500.0,"CC1CCCCC1,ZnEt2",333.15,40.0,2.32,34944000.0,0.0,94.0,3.0,,99.9,Cr,"(N,O,O,O,O,P)"
C1=CC(C)=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1500.0,Cc1ccccc1,293.15,30.0,0.33,1090000.0,92.1,7.9,,91.0,,Co,"(N,N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C)C4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,353.15,10.0,1.0,2020000.0,34.7,36.7,28.6,,,Cr,"(N,N,N)"
C1N=C2C3N=CC=CC=3/C(=N3/NC(=O[Ni]4/3(/N(=C3\C5C=CC=NC=5C5N=CC=CC\3=5)/NC(C3C=CC=CC=3)=O4)(Cl)Cl)C3C=CC=CC=3)/C2=CC=1,MAO,1000.0,Cc1ccccc1,343.15,1.0,0.5,43300.0,78.8,21.2,0.0,100.0,79.6,Ni,"(N,N,O,O)"
C1=CC=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1500.0,Cc1ccccc1,293.15,30.0,0.33,2320000.0,88.2,11.8,,83.0,,Co,"(N,N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,500.0,Cc1ccccc1,293.15,1.0,1.0,256000.0,69.2,26.5,4.3,,,Cr,"(N,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(CC)=CC=CC=4CC)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,0.5,683000.0,39.7,12.3,48.0,,,Ni,"(N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC(Br)=CC=3)C=CC3C=CC=1C=2C=34,MMAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,18600000.0,28.0,32.6,39.4,,,Fe,"(N,N,N)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C(C)(C)C)=C3CCCC(C=1)=C23,DEAC,800.0,Cc1ccccc1,303.15,10.0,0.25,2850000.0,72.6,27.4,,96.8,33.2,Ni,"(N,N)"
C1C=CC2N3[Ni](Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,1.0,263000.0,31.5,9.3,59.2,,,Ni,"(N,N)"
C1(N(CCOC)C=C[N+]=1C1C(C(C)C)=CC=CC=1C(C)C)[Ni](C1N(CCOC)C=C[N+]=1C1C(C(C)C)=CC=CC=1C(C)C)(Cl)Cl,EADC,10.0,Cc1ccccc1,295.65,10.0,0.58,1238359.0,73.0,24.0,,6.0,1.0,Ni,"(C,C)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,"MAO,PPh3",1000.0,Cc1ccccc1,298.15,1.0,0.5,262000.0,78.7,20.05,,,,Ni,"(N,P)"
P(C1[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni]2([P+](C(P(=O)(OC)OC)=P2(C2C=CC=CC=2)C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)P=1(C1C=CC=CC=1)C1C=CC=CC=1)(=O)(OC)OC,MAO,400.0,Clc1ccccc1,296.15,10.0,0.58,47124.0,61.0,39.0,0.0,71.0,31.0,Ni,"(P,P,P,P)"
N1(C(C)C)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,318.15,10.0,0.5,65999999.99999999,86.3,13.7,,54.1,10.2,Ni,"(P,P)"
C1C=CC=C(OCCN2[Ni](Cl)(Cl)OC3=CC=CC=C3C=2)C=1,MAO,300.0,Cc1ccccc1,323.15,20.0,0.5,225999.99999999997,62.44,11.59,12.17,,,Ni,"(N,O)"
C1C=C2C3=N([Ni]4(OC2=CC=1)OC1=CC=CC=C1C1=N4C2C=CC(C)=CC=2N1)C1C=CC(C)=CC=1N3,DEAC,200.0,Cc1ccccc1,293.15,1.0,0.5,227999.99999999997,93.4,6.6,,,,Ni,"(N,N,O,O)"
C12=CC(C(C)(C)C)=CC(C(C)(C)C)=C1O[Cr]1(Cl)(Cl)(O3CCCC3)O(C3=C(CN1=C2)C=CC=C3)C,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,1478235.0,18.6,19.8,18.2,91.4,96.4,Cr,"(N,O,O,O)"
N1(/[Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH+](C2C=CC=CC=2)CC/1)=C/C1SC=CC=1,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,2729265.0,63.6,18.6,6.5,89.6,81.3,Cr,"(N,N,O)"
C1C=C(C2C=CC=CC=2)N2[Co]3(Cl)(Cl)N(C4C(C)=CC=CC=4C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,500.0,Cc1ccccc1,293.15,1.0,0.5,558000.0,84.4,14.8,,96.4,,Co,"(N,N,N)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C(C5C=CC=CC=5)=N3C3C(C(C)C)=CC=CC=3C(C)C)C=CC3C=CC=1C=2C=34,MAO,500.0,Cc1ccccc1,293.15,1.0,0.5,118999.99999999999,95.3,4.7,,,,Co,"(N,N,N)"
N1(C2CCCC2)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,318.15,10.0,0.5,18000000.0,84.1,15.9,,13.7,3.1,Ni,"(P,P)"
C1C2C3=N([Ni]4(Cl)(Cl)/N(=C\C5C=CC=CC=5Br)/C5=CC=CC(C=1)=C5N=24)C1C=CC=CC=1N3C(C)C,DEAC,209.0,Cc1ccccc1,293.15,10.0,0.3333333333333333,1899999.9999999998,87.5,12.5,,86.1,,Ni,"(N,N,N)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N4C5C=CC=C(C)C=5NC=4C4C=CC=C(N=43)C=2C)C=1C,MMAO,200.0,Cc1ccccc1,303.15,30.0,0.5,1860000.0000000002,40.2,25.1,13.3,,,Fe,"(N,N,N)"
C1C=CC(C)=C(N2=C(C)C3N4[Co]2(Cl)(Cl)N2C5C=CC=CC=5OC=2C=4C=CC=3)C=1C,MMAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,117000.0,100.0,0.0,,77.2,,Co,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCCCCCN2[Co]3(OC4C=CC=CC=4C=N3CCCCCCCCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,34300.0,61.51,14.2,21.72,,,Co,"(N,N,O,O)"
C1(C)N2CN3(CCCC)[Ni](Cl)(Cl)(N4=C(C)C=C(C)N4C3)N2=C(C)C=1,MAO,250.0,Cc1ccccc1,303.15,20.0,0.33,109395.0,100.0,0.0,,93.7,,Ni,"(N,N,N)"
C1C=CC(C2C=C(CCCC)C=C3C(C)=N([Ni](Br)(Br)N=23)C2C(C(C)C)=CC=CC=2C(C)C)=CC=1,C[Al](Cl)Cl,150.0,Clc1ccccc1,303.15,1.3,0.5,30420000.000000004,86.0,14.0,,96.5,71.4,Ni,"(N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C)C4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,172000.0,55.4,24.1,20.5,,,Cr,"(N,N,N)"
N1(=C(C2C=CC=CC=2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Cr]231(OC(C(CCCC)CC)=O2)OC(C(CCCC)CC)=O3)C1=C(C(C)C)C=CC=C1C(C)C,MMAO-3A,500.0,"CC1CCCCC1,ZnEt2",333.15,45.0,1.0,6915999.999999999,1.1,32.4,54.0,68.2,87.4,Cr,"(N,O,O,O,O,P)"
C1C=C(C2C=CC=CC=2)N2[Ni]3(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C(C)C4C=CC5C=CC=1C=2C=5N=43,DEAC,300.0,Cc1ccccc1,303.15,10.0,0.5,3960000.0000000005,98.9,1.1,,63.4,,Ni,"(N,N,N)"
C1C=CC(CC)=C(N2[Fe]3(Cl)(Cl)N(C4C(F)=CC=CC=4F)=C(C)C4C=CC=C(N=43)C=2C)C=1,MMAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,680000.0,16.3,,,,,Fe,"(N,N,N)"
N12CC3N([Ni](Br)(Br)N1=C([Fe])C=C2C)=CC=CC=3,EADC,400.0,Clc1ccccc1,298.15,10.0,1.0,1023023.6000000001,,,,,,Ni,"(N,N); (C)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C)=CC(C)=CC=3C)=C3CCCC(C=1)=C23,MMAO,5500.0,Cc1ccccc1,303.15,10.0,0.5,2230000.0,15.5,84.4,,75.9,49.0,Ni,"(N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCN2[Ni]3(N(=CC4C(O3)=CC=CC=4)CCCCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,500.0,Cc1ccccc1,288.15,5.0,0.5,117000.0,44.46,7.46,44.68,,,Ni,"(N,N,O,O)"
C1=CC2C=N3[Ni]4(N(=CC5C=CC=CC=5O4)CCCCNC(CCN(CCCCCCCCCCCC)CCC(=O)NCCCC3)=O)OC=2C=C1,DEAC,500.0,Clc1ccccc1,298.15,5.0,0.5,669000.0,82.59,7.46,3.97,,,Ni,"(N,N,O,O)"
C1C=CC2N3[Ni](Cl)(Cl)N(C4C(CC)=CC(C)=CC=4CC)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,0.5,574000.0,48.7,9.3,42.0,,,Ni,"(N,N)"
C1=CC=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1500.0,Cc1ccccc1,333.15,30.0,0.33,490000.0000000001,97.7,2.3,,33.2,,Co,"(N,N,N)"
C1C=CC(Cl)=C(N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC=C(N=43)C=2C)C=1Cl,DEAC,300.0,Cc1ccccc1,313.15,10.0,0.5,9310000.0,82.1,11.9,,81.9,,Ni,"(N,N,N)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N4C5C=CC=C(Cl)C=5NC=4C4C=CC=C(N=43)C=2C)C=1C,MMAO,1000.0,Cc1ccccc1,303.15,30.0,0.5,60000.0,41.1,21.1,10.3,,,Fe,"(N,N,N)"
C1C(C)(C)N2[Ni](Cl)(Cl)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)OC(C)(C)C=2O1,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1388475.0,64.0,33.0,3.0,8.0,,Ni,"(N,P)"
C1=CC=N2[Fe]3(Cl)(Cl)N4C5C=CC=CC=5N(CC5C=CC=CC=5)C=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1000.0,Cc1ccccc1,293.15,30.0,0.33,715000.0,92.9,7.1,,75.3,,Fe,"(N,N,N)"
C(CCCC)CCCCCCCCCCCCCN1CCC(=O)NCCN2[Fe]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,74600.0,62.64,10.76,15.35,,,Fe,"(N,N,O,O)"
C1=CC2C=N3[Ni]4(N(=CC5C=CC=CC=5O4)CCCCNC(CCN(CCCCCCCCCCCC)CCC(=O)NCCCC3)=O)OC=2C=C1,DEAC,1000.0,Cc1ccccc1,308.15,5.0,0.5,1607999.9999999998,70.93,13.13,1.7,,,Ni,"(N,N,O,O)"
C1(=N(C2C(Br)=CC=CC=2Br)[Co]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MAO,1000.0,Cc1ccccc1,293.15,30.0,0.5,56100.00000000001,75.8,24.2,,,,Co,"(N,N,N)"
C1C(O)=CC2O[Ni]34OC5=CC(O)=CC=C5C=N3CCN4=CC=2C=1,MAO,500.0,Cc1ccccc1,298.15,7.0,0.5,201200.0,12.76,30.12,28.96,,,Ni,"(N,N,O,O)"
C(N(CCC(=O)NCCN1C2N([Ni](Cl)(Cl)N3C=CC=CC1=3)=CC=CC=2)CCCC)CC(=O)NCCN1C2N([Ni](Cl)(Cl)N3C=CC=CC1=3)=CC=CC=2,MAO,700.0,Cc1ccccc1,328.15,40.0,0.5,254000.00000000003,61.1,21.08,13.68,,,Ni,"(N,N)"
N12CCN3(CC4C=CC=CC=4)[Cr](Cl)(Cl)(Cl)(N4=C(C)C=C(C)N4CC3)N1=C(C)C=C2C,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,319770.0,10.7,15.2,16.1,100.0,100.0,Cr,"(N,N,N)"
C1(=N(C2C(C)=CC=CC=2C)[Co]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MAO,1000.0,Cc1ccccc1,293.15,1.0,0.5,880.0,100.0,0.0,,,,Co,"(N,N,N)"
C1C=CC=N2[Ni]345[O+]6([Ni]789([O+]%10([Ni]%11%12%136(Br3)N3C=CC=CC=3C(=O)N%11C3C=CC=CN=3[Ni]3%10(Br7)O%12C(=NC6N%13=CC=CC=6)C6N3=CC=CC=6)C)(N3C=CC=CC=3C(=O)N8C3C=CC=CN4=3)N3=CC=CC=C3N=C(O59)C=12)C,MAO,1000.0,Cc1ccccc1,293.15,30.0,0.5,2700000.0,96.8,3.2,,96.1,,Ni,"(N,N,O,O); (N,N,N,O,O,O)"
C1=CC=N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5OC=4C4C=CC5=CC=C1C2=C5N=43,DEAC,200.0,Cc1ccccc1,293.15,1.0,0.33,383000.0,90.4,9.6,,52.9,,Ni,"(N,N,N)"
C1C=C(C2C=CC=CC=2)N2[Fe]3(Cl)(Cl)N(C4C(C)=CC=CC=4C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,500.0,Cc1ccccc1,293.15,1.0,0.5,2949.9999999999995,100.0,0.0,,100.0,,Fe,"(N,N,N)"
C1C=C2C3C=CC=CN=3[Ni](Br)(C3C(C)=CC=CC=3C)N2=CC=1,MAO,300.0,Cc1ccccc1,298.15,5.0,0.25,3240000.0000000005,53.74220374220375,27.027027027027028,12.058212058212058,,,Ni,"(C,N,N)"
C1C=N2[Ni]3(I)(N(OC)=C(C)C4=N3C=CC=C4)(I)N(OC)=C(C)C2=CC=1,DEAC,100.0,Cc1ccccc1,318.15,20.0,0.5,3999312.6700000004,90.0,10.0,0.0,99.5,,Ni,"(N,N,N,N)"
C1C2C=CC(C(C)C)=N3[Fe]4(Cl)(Cl)N5C(C)=CC=CC=5C=N4C(=CC=1)C=23,MMAO,2000.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,2770000.0,97.9,2.1,,97.6,,Fe,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCN2[Co]3(OC4C=CC=CC=4C=N3CCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,CC1CCCCC1,298.15,5.0,0.5,49900.0,73.7,11.38,10.41,,,Co,"(N,N,O,O)"
C1C=C(C)C2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5N(C(C)C)C=4C=3C=CC=2C=1,DEAC,250.0,Cc1ccccc1,303.15,10.0,0.33,1590000.0,93.5,6.5,,78.8,,Ni,"(N,N)"
C1=CC=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1500.0,Cc1ccccc1,353.15,30.0,0.33,162000.0,98.5,1.5,,23.6,,Co,"(N,N,N)"
C1CC[P+]([Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH2+]1)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,700.0,Cc1ccccc1,323.15,45.0,0.78,20410000.0,,27.3,64.2,,93.2,Cr,"(N,O,P)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,DEAC,500.0,Cc1ccccc1,293.15,1.0,1.0,30000.0,100.0,0.0,0.0,,,Cr,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCN2[Ni]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,EADC,500.0,Cc1ccccc1,298.15,5.0,0.5,3786000.0,6.45,4.43,2.38,,,Ni,"(N,N,O,O)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(C)=CC=CC=4C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,353.15,10.0,1.0,6660000.0,15.3,31.2,53.5,,,Cr,"(N,N,N)"
C1C(O)=CC2O[Ni]34OC5=CC(O)=CC=C5C=N3CCCCN4=CC=2C=1,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,118000.00000000001,10.13,25.93,29.64,,,Ni,"(N,N,O,O)"
C1C=C2C3=N4[Co](Cl)(Cl)(N(C5C(C(C)C)=CC=CC=5C(C)C)=C3C3=CC=CC(C=1)=C23)N(C)(C)CC4,MAO,1200.0,Cc1ccccc1,303.15,1.3,0.5,72800.0,42.2,57.8,,59.952606635071085,30.27681660899654,Co,"(N,N,N)"
C1C=CC(C)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1C,DEAC,700.0,Cc1ccccc1,303.15,10.0,0.5,2800000.0,99.9,0.0,,,,Ni,"(N,N,N)"
